HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
1-fc-koln,arminia-bielefeld,2014,1,2
sv-sandhausen,st-pauli,2014,1,3
kaiserslautern,bochum,2014,2,6
1860-munchen,karlsruher-sc,2014,1,3
fc-erzgebirge-aue,1-fc-union-berlin,2014,2,3
fc-ingolstadt-04,greuther-furth,2014,1,2
1-fc-union-berlin,1-fc-koln,2014,2,1
st-pauli,kaiserslautern,2014,3,5
fc-ingolstadt-04,paderborn,2014,1,2
greuther-furth,fc-erzgebirge-aue,2014,3,4
arminia-bielefeld,karlsruher-sc,2014,2,4
fortuna-dusseldorf,vfr-aalen,2014,2,2
fsv-frankfurt,sv-sandhausen,2014,0,1
bochum,energie-cottbus,2014,0,4
sg-dynamo-dresden,1860-munchen,2014,1,3
energie-cottbus,st-pauli,2014,1,3
sv-sandhausen,fortuna-dusseldorf,2014,3,0
fc-erzgebirge-aue,sg-dynamo-dresden,2014,1,2
1860-munchen,arminia-bielefeld,2014,3,1
karlsruher-sc,1-fc-union-berlin,2014,2,1
kaiserslautern,fsv-frankfurt,2014,2,4
vfr-aalen,fc-ingolstadt-04,2014,2,3
paderborn,greuther-furth,2014,4,4
1-fc-koln,bochum,2014,0,2
greuther-furth,1860-munchen,2014,0,2
fc-ingolstadt-04,1-fc-koln,2014,1,2
bochum,arminia-bielefeld,2014,1,3
fortuna-dusseldorf,fc-erzgebirge-aue,2014,1,0
fsv-frankfurt,energie-cottbus,2014,1,4
st-pauli,vfr-aalen,2014,5,0
paderborn,sv-sandhausen,2014,1,2
sg-dynamo-dresden,karlsruher-sc,2014,2,2
1-fc-union-berlin,kaiserslautern,2014,1,1
kaiserslautern,sg-dynamo-dresden,2014,1,4
1-fc-koln,st-pauli,2014,1,0
1860-munchen,bochum,2014,1,1
energie-cottbus,greuther-furth,2014,3,0
vfr-aalen,1-fc-union-berlin,2014,1,2
sv-sandhausen,fc-ingolstadt-04,2014,5,1
fc-erzgebirge-aue,paderborn,2014,2,1
karlsruher-sc,fortuna-dusseldorf,2014,4,2
arminia-bielefeld,fsv-frankfurt,2014,2,2
fortuna-dusseldorf,kaiserslautern,2014,1,4
greuther-furth,sv-sandhausen,2014,1,1
fsv-frankfurt,1-fc-koln,2014,1,0
1-fc-union-berlin,1860-munchen,2014,1,4
st-pauli,fc-erzgebirge-aue,2014,3,1
paderborn,vfr-aalen,2014,1,4
fc-ingolstadt-04,energie-cottbus,2014,0,1
bochum,karlsruher-sc,2014,0,2
sg-dynamo-dresden,arminia-bielefeld,2014,3,3
fortuna-dusseldorf,eintracht-brau-hellip,2015,2,0
rb-leipzig,vfr-aalen,2015,0,1
st-pauli,fc-ingolstadt-04,2015,2,2
bochum,greuther-furth,2015,3,1
heidenheim,fsv-frankfurt,2015,2,5
darmstadt-98,sv-sandhausen,2015,1,3
fc-nurnberg,fc-erzgebirge-aue,2015,0,3
karlsruher-sc,1-fc-union-berlin,2015,1,2
kaiserslautern,1860-munchen,2015,3,3
vfr-aalen,st-pauli,2015,2,2
fsv-frankfurt,karlsruher-sc,2015,3,3
1-fc-union-berlin,fortuna-dusseldorf,2015,1,1
eintracht-brau-hellip,heidenheim,2015,2,1
fc-erzgebirge-aue,bochum,2015,2,2
fc-ingolstadt-04,darmstadt-98,2015,1,3
1860-munchen,rb-leipzig,2015,3,1
sv-sandhausen,kaiserslautern,2015,4,2
greuther-furth,fc-nurnberg,2015,2,4
heidenheim,1860-munchen,2015,4,1
st-pauli,sv-sandhausen,2015,1,1
rb-leipzig,fc-erzgebirge-aue,2015,2,4
fortuna-dusseldorf,karlsruher-sc,2015,1,0
fc-nurnberg,fsv-frankfurt,2015,1,2
fc-ingolstadt-04,greuther-furth,2015,2,3
darmstadt-98,vfr-aalen,2015,1,3
kaiserslautern,eintracht-brau-hellip,2015,2,2
bochum,1-fc-union-berlin,2015,1,4
fsv-frankfurt,rb-leipzig,2015,1,4
vfr-aalen,kaiserslautern,2015,3,2
1-fc-union-berlin,fc-nurnberg,2015,6,2
fc-erzgebirge-aue,fortuna-dusseldorf,2015,0,2
karlsruher-sc,heidenheim,2015,2,6
1860-munchen,darmstadt-98,2015,2,2
sv-sandhausen,fc-ingolstadt-04,2015,1,1
eintracht-brau-hellip,bochum,2015,1,4
greuther-furth,st-pauli,2015,1,3
bochum,karlsruher-sc,2015,1,2
fc-ingolstadt-04,vfr-aalen,2015,2,2
kaiserslautern,fsv-frankfurt,2015,2,0
rb-leipzig,eintracht-brau-hellip,2015,1,5
darmstadt-98,fc-erzgebirge-aue,2015,1,2
sv-sandhausen,greuther-furth,2015,1,3
st-pauli,1860-munchen,2015,3,4
heidenheim,1-fc-union-berlin,2015,2,3
fc-nurnberg,fortuna-dusseldorf,2015,1,5
fc-erzgebirge-aue,st-pauli,2015,1,3
vfr-aalen,sv-sandhausen,2015,0,3
eintracht-brau-hellip,darmstadt-98,2015,5,3
1860-munchen,fc-ingolstadt-04,2015,2,1
fsv-frankfurt,bochum,2015,2,2
greuther-furth,kaiserslautern,2015,3,4
karlsruher-sc,fc-nurnberg,2015,2,3
1-fc-union-berlin,rb-leipzig,2015,3,2
fortuna-dusseldorf,heidenheim,2015,0,0
sv-sandhausen,1860-munchen,2015,7,2
st-pauli,eintracht-brau-hellip,2015,2,1
greuther-furth,vfr-aalen,2015,2,4
fc-ingolstadt-04,fc-erzgebirge-aue,2015,2,1
kaiserslautern,1-fc-union-berlin,2015,3,5
darmstadt-98,fsv-frankfurt,2015,3,3
heidenheim,fc-nurnberg,2015,1,8
rb-leipzig,karlsruher-sc,2015,4,4
bochum,fortuna-dusseldorf,2015,1,2
fc-erzgebirge-aue,vfr-aalen,2015,1,1
eintracht-brau-hellip,sv-sandhausen,2015,1,2
1860-munchen,greuther-furth,2015,1,0
1-fc-union-berlin,darmstadt-98,2015,1,1
karlsruher-sc,fc-ingolstadt-04,2015,3,4
fortuna-dusseldorf,rb-leipzig,2015,0,4
heidenheim,bochum,2015,0,4
fsv-frankfurt,st-pauli,2015,2,1
fc-nurnberg,kaiserslautern,2015,3,0
greuther-furth,fc-erzgebirge-aue,2015,2,4
bochum,fc-nurnberg,2015,2,1
vfr-aalen,1860-munchen,2015,1,3
kaiserslautern,karlsruher-sc,2015,2,2
st-pauli,1-fc-union-berlin,2015,5,3
sv-sandhausen,fsv-frankfurt,2015,2,1
fc-ingolstadt-04,eintracht-brau-hellip,2015,1,4
darmstadt-98,fortuna-dusseldorf,2015,1,1
rb-leipzig,heidenheim,2015,2,3
bochum,darmstadt-98,2015,3,4
heidenheim,kaiserslautern,2015,2,1
fc-nurnberg,rb-leipzig,2015,3,3
1-fc-union-berlin,sv-sandhausen,2015,1,5
eintracht-brau-hellip,greuther-furth,2015,2,2
fc-erzgebirge-aue,1860-munchen,2015,2,4
karlsruher-sc,vfr-aalen,2015,2,2
fsv-frankfurt,fc-ingolstadt-04,2015,3,1
fortuna-dusseldorf,st-pauli,2015,4,4
greuther-furth,fsv-frankfurt,2015,3,2
rb-leipzig,bochum,2015,1,1
vfr-aalen,1-fc-union-berlin,2015,0,1
st-pauli,karlsruher-sc,2015,2,1
kaiserslautern,fortuna-dusseldorf,2015,2,3
sv-sandhausen,fc-erzgebirge-aue,2015,2,3
fc-ingolstadt-04,heidenheim,2015,3,3
1860-munchen,eintracht-brau-hellip,2015,5,2
darmstadt-98,fc-nurnberg,2015,1,3
fortuna-dusseldorf,fc-ingolstadt-04,2015,2,3
1-fc-union-berlin,greuther-furth,2015,2,1
karlsruher-sc,sv-sandhausen,2015,2,2
fc-nurnberg,st-pauli,2015,2,2
heidenheim,darmstadt-98,2015,3,3
fsv-frankfurt,fc-erzgebirge-aue,2015,1,3
eintracht-brau-hellip,vfr-aalen,2015,1,1
bochum,1860-munchen,2015,0,2
rb-leipzig,kaiserslautern,2015,2,1
sv-sandhausen,fc-nurnberg,2015,4,1
kaiserslautern,bochum,2015,2,0
vfr-aalen,fsv-frankfurt,2015,0,3
darmstadt-98,rb-leipzig,2015,2,0
st-pauli,heidenheim,2015,3,2
fc-ingolstadt-04,1-fc-union-berlin,2015,2,3
fc-erzgebirge-aue,eintracht-brau-hellip,2015,0,1
greuther-furth,karlsruher-sc,2015,3,4
1860-munchen,fortuna-dusseldorf,2015,2,2
heidenheim,sv-sandhausen,2015,3,1
bochum,vfr-aalen,2015,2,1
kaiserslautern,darmstadt-98,2015,3,1
fsv-frankfurt,eintracht-brau-hellip,2015,3,2
1-fc-union-berlin,1860-munchen,2015,0,2
rb-leipzig,st-pauli,2015,3,5
karlsruher-sc,fc-erzgebirge-aue,2015,1,4
fc-nurnberg,fc-ingolstadt-04,2015,3,1
fortuna-dusseldorf,greuther-furth,2015,3,4
fc-erzgebirge-aue,1-fc-union-berlin,2015,2,4
greuther-furth,heidenheim,2015,1,2
darmstadt-98,karlsruher-sc,2015,3,4
vfr-aalen,fortuna-dusseldorf,2015,1,5
fc-ingolstadt-04,bochum,2015,0,2
st-pauli,kaiserslautern,2015,2,1
sv-sandhausen,rb-leipzig,2015,2,2
1860-munchen,fsv-frankfurt,2015,0,1
eintracht-brau-hellip,fc-nurnberg,2015,0,2
heidenheim,vfr-aalen,2015,2,3
bochum,st-pauli,2015,3,3
fortuna-dusseldorf,sv-sandhausen,2015,1,3
kaiserslautern,fc-erzgebirge-aue,2015,0,0
darmstadt-98,greuther-furth,2015,2,1
1-fc-union-berlin,fsv-frankfurt,2015,4,4
karlsruher-sc,eintracht-brau-hellip,2015,1,4
rb-leipzig,fc-ingolstadt-04,2015,6,3
fc-nurnberg,1860-munchen,2015,3,5
fc-erzgebirge-aue,heidenheim,2015,1,1
sv-sandhausen,bochum,2015,2,4
greuther-furth,rb-leipzig,2015,1,3
1860-munchen,karlsruher-sc,2015,5,1
eintracht-brau-hellip,1-fc-union-berlin,2015,0,1
fsv-frankfurt,fortuna-dusseldorf,2015,2,2
fc-ingolstadt-04,kaiserslautern,2015,1,5
vfr-aalen,fc-nurnberg,2015,2,4
st-pauli,darmstadt-98,2015,1,2
1-fc-union-berlin,karlsruher-sc,2015,2,1
greuther-furth,bochum,2015,2,2
eintracht-brau-hellip,fortuna-dusseldorf,2015,0,2
fsv-frankfurt,heidenheim,2015,3,2
fc-erzgebirge-aue,fc-nurnberg,2015,3,1
sv-sandhausen,darmstadt-98,2015,1,1
fc-ingolstadt-04,st-pauli,2015,1,4
1860-munchen,kaiserslautern,2015,4,1
vfr-aalen,rb-leipzig,2015,1,6
fortuna-dusseldorf,1-fc-union-berlin,2015,2,4
heidenheim,eintracht-brau-hellip,2015,2,0
karlsruher-sc,fsv-frankfurt,2015,0,2
st-pauli,vfr-aalen,2015,3,4
fc-nurnberg,greuther-furth,2015,3,4
bochum,fc-erzgebirge-aue,2015,2,3
kaiserslautern,sv-sandhausen,2015,1,4
darmstadt-98,fc-ingolstadt-04,2015,3,4
rb-leipzig,1860-munchen,2015,2,2
vfr-aalen,darmstadt-98,2015,1,1
greuther-furth,fc-ingolstadt-04,2015,1,2
fc-erzgebirge-aue,rb-leipzig,2015,2,5
sv-sandhausen,st-pauli,2015,1,0
1-fc-union-berlin,bochum,2015,2,2
karlsruher-sc,fortuna-dusseldorf,2015,1,4
eintracht-brau-hellip,kaiserslautern,2015,2,2
fsv-frankfurt,fc-nurnberg,2015,1,2
1860-munchen,heidenheim,2015,3,2
heidenheim,karlsruher-sc,2015,2,2
fortuna-dusseldorf,fc-erzgebirge-aue,2015,0,1
bochum,eintracht-brau-hellip,2015,4,5
fc-ingolstadt-04,sv-sandhausen,2015,4,3
kaiserslautern,vfr-aalen,2015,1,2
darmstadt-98,1860-munchen,2015,2,2
fc-nurnberg,1-fc-union-berlin,2015,0,2
rb-leipzig,fsv-frankfurt,2015,2,3
st-pauli,greuther-furth,2015,2,1
fc-erzgebirge-aue,darmstadt-98,2015,4,2
vfr-aalen,fc-ingolstadt-04,2015,2,4
greuther-furth,sv-sandhausen,2015,1,1
1860-munchen,st-pauli,2015,3,3
karlsruher-sc,bochum,2015,2,3
fsv-frankfurt,kaiserslautern,2015,4,2
1-fc-union-berlin,heidenheim,2015,0,0
fortuna-dusseldorf,fc-nurnberg,2015,1,1
eintracht-brau-hellip,rb-leipzig,2015,2,5
darmstadt-98,eintracht-brau-hellip,2015,2,3
bochum,fsv-frankfurt,2015,3,1
kaiserslautern,greuther-furth,2015,3,2
sv-sandhausen,vfr-aalen,2015,0,3
fc-nurnberg,karlsruher-sc,2015,4,3
rb-leipzig,1-fc-union-berlin,2015,2,3
st-pauli,fc-erzgebirge-aue,2015,2,0
heidenheim,fortuna-dusseldorf,2015,1,1
fc-ingolstadt-04,1860-munchen,2015,2,1
fortuna-dusseldorf,bochum,2015,3,5
fc-erzgebirge-aue,fc-ingolstadt-04,2015,3,1
fc-nurnberg,heidenheim,2015,2,1
eintracht-brau-hellip,st-pauli,2015,3,2
vfr-aalen,greuther-furth,2015,2,4
fsv-frankfurt,darmstadt-98,2015,1,2
1-fc-union-berlin,kaiserslautern,2015,2,1
1860-munchen,sv-sandhausen,2015,1,1
karlsruher-sc,rb-leipzig,2015,2,5
darmstadt-98,1-fc-union-berlin,2015,0,2
greuther-furth,1860-munchen,2015,1,3
bochum,heidenheim,2015,1,0
st-pauli,fsv-frankfurt,2015,2,2
kaiserslautern,fc-nurnberg,2015,2,3
vfr-aalen,fc-erzgebirge-aue,2015,0,1
sv-sandhausen,eintracht-brau-hellip,2015,4,4
fc-ingolstadt-04,karlsruher-sc,2015,3,2
rb-leipzig,fortuna-dusseldorf,2015,2,3
fsv-frankfurt,sv-sandhausen,2015,2,3
1860-munchen,vfr-aalen,2015,2,3
1-fc-union-berlin,st-pauli,2015,5,1
fortuna-dusseldorf,darmstadt-98,2015,3,1
eintracht-brau-hellip,fc-ingolstadt-04,2015,2,4
heidenheim,rb-leipzig,2015,4,4
karlsruher-sc,kaiserslautern,2015,2,3
fc-erzgebirge-aue,greuther-furth,2015,1,1
fc-nurnberg,bochum,2015,2,4
kaiserslautern,heidenheim,2015,2,1
greuther-furth,eintracht-brau-hellip,2015,2,1
rb-leipzig,fc-nurnberg,2015,0,2
vfr-aalen,karlsruher-sc,2015,2,4
darmstadt-98,bochum,2015,2,2
sv-sandhausen,1-fc-union-berlin,2015,2,1
fc-ingolstadt-04,fsv-frankfurt,2015,0,1
1860-munchen,fc-erzgebirge-aue,2015,1,3
st-pauli,fortuna-dusseldorf,2015,1,3
fc-nurnberg,darmstadt-98,2015,2,4
heidenheim,fc-ingolstadt-04,2015,1,1
karlsruher-sc,st-pauli,2015,1,2
fsv-frankfurt,greuther-furth,2015,3,1
eintracht-brau-hellip,1860-munchen,2015,0,1
bochum,rb-leipzig,2015,5,2
fc-erzgebirge-aue,sv-sandhausen,2015,0,3
1-fc-union-berlin,vfr-aalen,2015,3,2
fortuna-dusseldorf,kaiserslautern,2015,1,1
st-pauli,fc-nurnberg,2015,2,2
sv-sandhausen,karlsruher-sc,2015,1,4
fc-ingolstadt-04,fortuna-dusseldorf,2015,3,7
vfr-aalen,eintracht-brau-hellip,2015,1,1
1860-munchen,bochum,2015,4,3
darmstadt-98,heidenheim,2015,4,6
fc-erzgebirge-aue,fsv-frankfurt,2015,2,3
greuther-furth,1-fc-union-berlin,2015,1,2
kaiserslautern,rb-leipzig,2015,1,4
rb-leipzig,darmstadt-98,2015,3,3
bochum,kaiserslautern,2015,1,2
fc-nurnberg,sv-sandhausen,2015,4,4
karlsruher-sc,greuther-furth,2015,0,3
fortuna-dusseldorf,1860-munchen,2015,2,0
1-fc-union-berlin,fc-ingolstadt-04,2015,2,4
heidenheim,st-pauli,2015,2,4
fsv-frankfurt,vfr-aalen,2015,1,1
eintracht-brau-hellip,fc-erzgebirge-aue,2015,7,3
darmstadt-98,kaiserslautern,2015,3,2
eintracht-brau-hellip,fsv-frankfurt,2015,1,2
vfr-aalen,bochum,2015,2,4
st-pauli,rb-leipzig,2015,3,2
greuther-furth,fortuna-dusseldorf,2015,1,1
sv-sandhausen,heidenheim,2015,1,1
1860-munchen,1-fc-union-berlin,2015,1,1
fc-erzgebirge-aue,karlsruher-sc,2015,1,3
fc-ingolstadt-04,fc-nurnberg,2015,1,5
fsv-frankfurt,1860-munchen,2015,3,4
fortuna-dusseldorf,vfr-aalen,2015,2,0
rb-leipzig,sv-sandhausen,2015,2,2
kaiserslautern,st-pauli,2015,3,4
1-fc-union-berlin,fc-erzgebirge-aue,2015,1,0
heidenheim,greuther-furth,2015,2,4
bochum,fc-ingolstadt-04,2015,2,2
fc-nurnberg,eintracht-brau-hellip,2015,1,1
karlsruher-sc,darmstadt-98,2015,2,2
fc-ingolstadt-04,rb-leipzig,2015,2,7
1860-munchen,fc-nurnberg,2015,3,7
eintracht-brau-hellip,karlsruher-sc,2015,5,6
fsv-frankfurt,1-fc-union-berlin,2015,2,3
vfr-aalen,heidenheim,2015,2,1
st-pauli,bochum,2015,2,3
greuther-furth,darmstadt-98,2015,3,7
fc-erzgebirge-aue,kaiserslautern,2015,3,4
sv-sandhausen,fortuna-dusseldorf,2015,2,5
darmstadt-98,st-pauli,2015,1,1
heidenheim,fc-erzgebirge-aue,2015,3,2
1-fc-union-berlin,eintracht-brau-hellip,2015,2,2
karlsruher-sc,1860-munchen,2015,1,3
fc-nurnberg,vfr-aalen,2015,0,3
rb-leipzig,greuther-furth,2015,2,3
bochum,sv-sandhausen,2015,1,2
fortuna-dusseldorf,fsv-frankfurt,2015,4,1
kaiserslautern,fc-ingolstadt-04,2015,2,4
msv-duisburg,kaiserslautern,2016,3,2
greuther-furth,karlsruher-sc,2016,2,2
st-pauli,arminia-bielefeld,2016,2,1
fsv-frankfurt,rb-leipzig,2016,2,2
paderborn,bochum,2016,0,3
eintracht-brau-hellip,sv-sandhausen,2016,2,3
1-fc-union-berlin,fortuna-dusseldorf,2016,2,1
heidenheim,1860-munchen,2016,1,6
sc-freiburg,fc-nurnberg,2016,2,4
fc-nurnberg,heidenheim,2016,3,2
arminia-bielefeld,fsv-frankfurt,2016,1,2
kaiserslautern,eintracht-brau-hellip,2016,2,2
bochum,msv-duisburg,2016,0,2
1860-munchen,sc-freiburg,2016,2,2
fortuna-dusseldorf,paderborn,2016,2,2
karlsruher-sc,st-pauli,2016,3,2
sv-sandhausen,1-fc-union-berlin,2016,1,5
rb-leipzig,greuther-furth,2016,3,2
paderborn,sv-sandhausen,2016,4,0
heidenheim,fortuna-dusseldorf,2016,3,3
fsv-frankfurt,karlsruher-sc,2016,4,2
sc-freiburg,bochum,2016,5,4
eintracht-brau-hellip,rb-leipzig,2016,4,4
1-fc-union-berlin,kaiserslautern,2016,7,5
st-pauli,greuther-furth,2016,2,2
msv-duisburg,arminia-bielefeld,2016,2,5
fc-nurnberg,1860-munchen,2016,3,0
greuther-furth,fsv-frankfurt,2016,3,3
sv-sandhausen,heidenheim,2016,2,2
arminia-bielefeld,eintracht-brau-hellip,2016,2,1
karlsruher-sc,msv-duisburg,2016,0,4
fortuna-dusseldorf,sc-freiburg,2016,3,4
rb-leipzig,st-pauli,2016,1,3
bochum,fc-nurnberg,2016,3,4
1860-munchen,1-fc-union-berlin,2016,3,4
kaiserslautern,paderborn,2016,3,3
sc-freiburg,sv-sandhausen,2016,1,1
1-fc-union-berlin,rb-leipzig,2016,2,0
heidenheim,kaiserslautern,2016,0,2
paderborn,arminia-bielefeld,2016,0,3
msv-duisburg,greuther-furth,2016,4,2
eintracht-brau-hellip,karlsruher-sc,2016,0,1
fc-nurnberg,fortuna-dusseldorf,2016,3,4
fsv-frankfurt,st-pauli,2016,5,1
bochum,1860-munchen,2016,2,2
kaiserslautern,sc-freiburg,2016,4,2
rb-leipzig,paderborn,2016,1,4
sv-sandhausen,bochum,2016,4,3
karlsruher-sc,1-fc-union-berlin,2016,0,4
arminia-bielefeld,heidenheim,2016,3,2
fortuna-dusseldorf,1860-munchen,2016,1,4
greuther-furth,fc-nurnberg,2016,3,3
fsv-frankfurt,eintracht-brau-hellip,2016,3,3
st-pauli,msv-duisburg,2016,2,4
sc-freiburg,arminia-bielefeld,2016,3,2
bochum,fortuna-dusseldorf,2016,3,1
heidenheim,rb-leipzig,2016,1,5
paderborn,karlsruher-sc,2016,1,3
fc-nurnberg,sv-sandhausen,2016,2,2
1860-munchen,kaiserslautern,2016,3,2
eintracht-brau-hellip,st-pauli,2016,2,2
1-fc-union-berlin,greuther-furth,2016,5,4
msv-duisburg,fsv-frankfurt,2016,3,3
karlsruher-sc,fortuna-dusseldorf,2016,3,3
kaiserslautern,fc-nurnberg,2016,2,2
sv-sandhausen,1860-munchen,2016,4,2
arminia-bielefeld,bochum,2016,1,1
greuther-furth,paderborn,2016,1,3
st-pauli,heidenheim,2016,2,7
fsv-frankfurt,1-fc-union-berlin,2016,2,1
msv-duisburg,eintracht-brau-hellip,2016,5,1
rb-leipzig,sc-freiburg,2016,1,2
fc-nurnberg,arminia-bielefeld,2016,3,3
fortuna-dusseldorf,sv-sandhausen,2016,3,3
bochum,kaiserslautern,2016,5,1
paderborn,st-pauli,2016,3,1
1-fc-union-berlin,msv-duisburg,2016,2,4
sc-freiburg,fsv-frankfurt,2016,1,3
1860-munchen,rb-leipzig,2016,1,0
heidenheim,karlsruher-sc,2016,1,4
eintracht-brau-hellip,greuther-furth,2016,4,2
kaiserslautern,fortuna-dusseldorf,2016,2,3
fsv-frankfurt,heidenheim,2016,3,0
arminia-bielefeld,1860-munchen,2016,2,2
greuther-furth,bochum,2016,3,2
st-pauli,sv-sandhausen,2016,3,4
karlsruher-sc,sc-freiburg,2016,2,3
rb-leipzig,fc-nurnberg,2016,4,3
eintracht-brau-hellip,1-fc-union-berlin,2016,3,2
msv-duisburg,paderborn,2016,2,2
paderborn,eintracht-brau-hellip,2016,3,2
fortuna-dusseldorf,arminia-bielefeld,2016,2,2
sv-sandhausen,kaiserslautern,2016,5,5
fc-nurnberg,fsv-frankfurt,2016,3,1
1-fc-union-berlin,st-pauli,2016,2,1
sc-freiburg,greuther-furth,2016,0,4
bochum,rb-leipzig,2016,2,3
heidenheim,msv-duisburg,2016,3,2
1860-munchen,karlsruher-sc,2016,4,4
rb-leipzig,fortuna-dusseldorf,2016,1,4
greuther-furth,1860-munchen,2016,4,3
fsv-frankfurt,bochum,2016,2,2
karlsruher-sc,kaiserslautern,2016,2,2
1-fc-union-berlin,paderborn,2016,1,2
msv-duisburg,fc-nurnberg,2016,3,2
eintracht-brau-hellip,heidenheim,2016,4,3
st-pauli,sc-freiburg,2016,2,1
arminia-bielefeld,sv-sandhausen,2016,0,2
kaiserslautern,arminia-bielefeld,2016,3,1
fortuna-dusseldorf,greuther-furth,2016,2,4
bochum,st-pauli,2016,3,2
paderborn,fsv-frankfurt,2016,0,3
heidenheim,1-fc-union-berlin,2016,2,4
sc-freiburg,eintracht-brau-hellip,2016,1,3
1860-munchen,msv-duisburg,2016,1,2
sv-sandhausen,rb-leipzig,2016,5,4
fc-nurnberg,karlsruher-sc,2016,0,3
karlsruher-sc,bochum,2016,2,2
greuther-furth,arminia-bielefeld,2016,0,0
fsv-frankfurt,sv-sandhausen,2016,3,2
1-fc-union-berlin,fc-nurnberg,2016,1,5
msv-duisburg,sc-freiburg,2016,7,5
paderborn,heidenheim,2016,2,3
rb-leipzig,kaiserslautern,2016,1,4
eintracht-brau-hellip,1860-munchen,2016,2,2
st-pauli,fortuna-dusseldorf,2016,3,3
fortuna-dusseldorf,msv-duisburg,2016,0,0
bochum,1-fc-union-berlin,2016,0,0
sv-sandhausen,karlsruher-sc,2016,3,6
1860-munchen,st-pauli,2016,1,1
arminia-bielefeld,rb-leipzig,2016,1,1
sc-freiburg,paderborn,2016,0,4
kaiserslautern,fsv-frankfurt,2016,4,5
heidenheim,greuther-furth,2016,1,4
fc-nurnberg,eintracht-brau-hellip,2016,3,3
greuther-furth,kaiserslautern,2016,3,3
heidenheim,sc-freiburg,2016,3,2
eintracht-brau-hellip,bochum,2016,1,3
paderborn,1860-munchen,2016,2,6
1-fc-union-berlin,arminia-bielefeld,2016,2,2
st-pauli,fc-nurnberg,2016,2,0
fsv-frankfurt,fortuna-dusseldorf,2016,1,4
msv-duisburg,sv-sandhausen,2016,0,4
karlsruher-sc,rb-leipzig,2016,3,4
fc-nurnberg,paderborn,2016,3,3
1860-munchen,fsv-frankfurt,2016,3,1
sv-sandhausen,greuther-furth,2016,0,0
sc-freiburg,1-fc-union-berlin,2016,1,1
arminia-bielefeld,karlsruher-sc,2016,3,4
kaiserslautern,st-pauli,2016,4,3
rb-leipzig,msv-duisburg,2016,0,0
bochum,heidenheim,2016,2,3
fortuna-dusseldorf,eintracht-brau-hellip,2016,6,1
bochum,paderborn,2016,1,2
sv-sandhausen,eintracht-brau-hellip,2016,2,3
1860-munchen,heidenheim,2016,1,2
fortuna-dusseldorf,1-fc-union-berlin,2016,2,2
karlsruher-sc,greuther-furth,2016,3,1
kaiserslautern,msv-duisburg,2016,2,3
fc-nurnberg,sc-freiburg,2016,2,1
rb-leipzig,fsv-frankfurt,2016,2,1
arminia-bielefeld,st-pauli,2016,3,2
st-pauli,karlsruher-sc,2016,1,1
1-fc-union-berlin,sv-sandhausen,2016,1,3
fsv-frankfurt,arminia-bielefeld,2016,2,0
greuther-furth,rb-leipzig,2016,3,3
heidenheim,fc-nurnberg,2016,2,2
eintracht-brau-hellip,kaiserslautern,2016,2,2
msv-duisburg,bochum,2016,1,1
sc-freiburg,1860-munchen,2016,1,4
paderborn,fortuna-dusseldorf,2016,3,1
bochum,sc-freiburg,2016,2,3
sv-sandhausen,paderborn,2016,2,4
kaiserslautern,1-fc-union-berlin,2016,1,3
1860-munchen,fc-nurnberg,2016,3,1
fortuna-dusseldorf,heidenheim,2016,3,1
rb-leipzig,eintracht-brau-hellip,2016,2,2
greuther-furth,st-pauli,2016,1,1
karlsruher-sc,fsv-frankfurt,2016,1,1
arminia-bielefeld,msv-duisburg,2016,2,2
paderborn,kaiserslautern,2016,1,2
st-pauli,rb-leipzig,2016,1,2
fsv-frankfurt,greuther-furth,2016,1,1
msv-duisburg,karlsruher-sc,2016,4,3
heidenheim,sv-sandhausen,2016,1,1
sc-freiburg,fortuna-dusseldorf,2016,2,6
1-fc-union-berlin,1860-munchen,2016,1,2
eintracht-brau-hellip,arminia-bielefeld,2016,3,4
fc-nurnberg,bochum,2016,0,4
rb-leipzig,1-fc-union-berlin,2016,2,1
st-pauli,fsv-frankfurt,2016,1,2
greuther-furth,msv-duisburg,2016,1,2
karlsruher-sc,eintracht-brau-hellip,2016,3,1
kaiserslautern,heidenheim,2016,6,3
sv-sandhausen,sc-freiburg,2016,2,2
arminia-bielefeld,paderborn,2016,1,2
1860-munchen,bochum,2016,2,2
fortuna-dusseldorf,fc-nurnberg,2016,3,4
1-fc-union-berlin,karlsruher-sc,2016,6,2
paderborn,rb-leipzig,2016,1,1
fc-nurnberg,greuther-furth,2016,3,3
sc-freiburg,kaiserslautern,2016,2,1
1860-munchen,fortuna-dusseldorf,2016,1,2
bochum,sv-sandhausen,2016,1,1
msv-duisburg,st-pauli,2016,3,5
eintracht-brau-hellip,fsv-frankfurt,2016,0,3
heidenheim,arminia-bielefeld,2016,4,3
karlsruher-sc,paderborn,2016,0,3
sv-sandhausen,fc-nurnberg,2016,6,3
greuther-furth,1-fc-union-berlin,2016,2,3
fortuna-dusseldorf,bochum,2016,1,2
kaiserslautern,1860-munchen,2016,0,2
arminia-bielefeld,sc-freiburg,2016,2,2
rb-leipzig,heidenheim,2016,2,3
fsv-frankfurt,msv-duisburg,2016,2,1
st-pauli,eintracht-brau-hellip,2016,2,0
fortuna-dusseldorf,karlsruher-sc,2016,1,1
1860-munchen,sv-sandhausen,2016,0,4
